  	      MAE	    RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.0538828	0.171244	0.893303	 0.163898	   0.230443	 0.0849092	     0.218868	 0.210464	 0.231266
