  	      MAE	   RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.0586272	0.17101	0.893594	 0.164382	    0.21324	 0.0478092	     0.202656	 0.192404	 0.222445
