	     MAE	    RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.045209	0.150244	0.906169	 0.162946	    43.7633	     494.2	      14.8699	   12.991	  16.7344
