  	      MAE	    RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.0505568	0.156261	0.911157	 0.166961	    6.69824	   45.5779	      3.49391	   3.0207	  4.01288
