  	      MAE	    RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.0559263	0.156433	0.910962	 0.165166	   0.280605	  0.059277	     0.264406	 0.256777	 0.276804
