  	      MAE	    RMSE	      R2	  Command	  Mean_time	  Std_time	  Median_time	  25_perc	  75_perc
 0	0.0709235	0.163704	0.888604	 0.162794	   0.745546	  0.122115	     0.730395	 0.714064	 0.766754
