time	ref	y	y_dot	p1	p2	z	u
0.186000	-0.295309	0.086629	-0.284366	12148265.519919	29456631.560417	-0.122291	-0.124615
0.187000	-0.295309	0.086496	-0.287497	12061299.511565	29432363.597010	-0.122687	-0.124462
0.188000	-0.295309	0.086363	-0.288123	11997895.782377	29481235.079770	-0.124381	-0.124286
0.189000	-0.295309	0.086705	-0.291962	11942406.273735	29430715.508785	-0.124591	-0.124373
0.190000	-0.295309	0.086564	-0.297107	11929104.324496	29457204.606988	-0.127617	-0.124138
0.191000	-0.295309	0.087141	-0.299550	12051601.801283	29378504.875579	-0.126338	-0.124029
0.192000	-0.295309	0.086773	-0.301641	12186008.491171	29372748.398006	-0.127666	-0.123774
0.193000	-0.295309	0.086427	-0.304578	12330876.452664	29341715.575823	-0.128121	-0.123738
0.194000	-0.295309	0.085382	-0.305513	12508287.528799	29254057.601499	-0.125937	-0.123596
0.195000	-0.295309	0.085335	-0.297134	12738705.580936	29214728.711355	-0.121920	-0.123403
0.196000	-0.295309	0.084370	-0.296357	12787043.583079	29220845.282298	-0.121943	-0.123633
0.197000	-0.295309	0.084489	-0.290810	12714516.705455	29413487.336048	-0.124515	-0.123680
0.198000	-0.295309	0.083810	-0.288704	12511299.214890	29431512.634406	-0.123417	-0.124207
0.199000	-0.295309	0.083246	-0.291884	12191341.922531	29553027.307320	-0.128125	-0.124262
0.200000	-0.295309	0.083049	-0.293716	11929495.638253	29567595.647147	-0.128972	-0.124410
0.201000	-0.295309	0.082969	-0.301250	11833939.062148	29427547.998347	-0.128361	-0.124354
0.202000	-0.295309	0.082744	-0.309149	12093099.390553	29245835.333142	-0.127304	-0.123813
0.203000	-0.295309	0.082575	-0.310716	12300997.729253	29309651.058371	-0.130270	-0.123279
0.204000	-0.295309	0.081920	-0.312360	12514342.991319	29236739.999419	-0.128114	-0.123377
0.205000	-0.295309	0.082592	-0.310180	12737162.545983	29190578.549909	-0.126852	-0.123144
0.206000	-0.295309	0.082074	-0.304471	13018297.861388	29029510.859764	-0.120666	-0.123191
0.207000	-0.295309	0.081198	-0.298756	13319517.973047	29037781.127993	-0.118750	-0.123128
0.208000	-0.295309	0.080827	-0.288181	13398211.227404	29226294.072498	-0.119239	-0.123338
0.209000	-0.295309	0.080107	-0.282094	13119209.636398	29419869.863274	-0.120440	-0.123982
0.210000	-0.295309	0.079611	-0.278775	12580290.431896	29495669.817118	-0.120688	-0.124471
0.211000	-0.295309	0.079307	-0.278731	12223159.973282	29542953.967341	-0.121980	-0.124588
0.212000	-0.295309	0.079871	-0.282163	11983719.480096	29474215.371225	-0.121752	-0.124676
0.213000	-0.295309	0.080134	-0.285932	12101187.188500	29281203.328294	-0.118133	-0.124566
0.214000	-0.295309	0.078648	-0.286838	12376426.499650	29333501.090337	-0.120636	-0.124044
0.215000	-0.295309	0.078448	-0.285357	12074338.100431	29641758.184081	-0.128109	-0.124174
0.216000	-0.295309	0.077945	-0.290780	11726458.321840	29597244.798223	-0.128402	-0.124837
0.217000	-0.295309	0.077520	-0.297387	11707301.319492	29434074.900599	-0.126810	-0.124504
0.218000	-0.295309	0.076934	-0.299739	11955089.385736	29357639.466882	-0.126170	-0.123949
0.219000	-0.295309	0.076380	-0.303545	12098525.176630	29399098.808255	-0.129026	-0.123753
0.220000	-0.295309	0.076269	-0.305158	12222140.117504	29331606.389806	-0.127909	-0.123714
0.221000	-0.295309	0.075836	-0.306794	12384920.395511	29307192.458932	-0.128139	-0.123549
0.222000	-0.295309	0.075552	-0.308527	12577699.754539	29248504.028824	-0.127171	-0.123469
0.223000	-0.295309	0.075203	-0.302673	12617377.620806	29328336.081239	-0.127119	-0.123307
0.224000	-0.295309	0.074837	-0.304255	12738617.714437	29136735.900125	-0.122701	-0.123643
0.225000	-0.295309	0.074156	-0.297248	12991040.687815	29202313.319384	-0.122371	-0.123270
0.226000	-0.295309	0.074015	-0.289475	12885580.467193	29276617.380121	-0.120612	-0.123655
0.227000	-0.295309	0.074144	-0.283657	12732464.492657	29417983.766800	-0.121474	-0.123999
